ID,DATE,TEXT,CRIME,ADDRESS,LATITUDE,LONGITUDE
1502482801181945856,2022-03-12 03:13:09,"ACCIDENT - HIT AND RUN - PRIORITY at 7100 NE KILLINGSWORTH ST, PORT [Portland Police #PP22000066370] 18:56 #pdx911… https://t.co/1XVkXtLMob",ACCIDENT - HIT AND RUN - PRIORITY ," 7100 NE KILLINGSWORTH ST, PORTLAND",45.56258890322581,-122.58934450806451
1502483051120513032,2022-03-12 03:14:08,"THEFT - COLD at 5200 NE EVERETT ST, PORT [Portland Police #PP22000066267] 17:24 #pdx911 #portland #pdx #oregon https://t.co/wc54uM7dyv",THEFT - COLD ," 5200 NE EVERETT ST, PORTLAND",45.524991,-122.610057
1502483305903448067,2022-03-12 03:15:09,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at NE 1ST AVE / NE MULTNOMAH ST, PORT [Portland Police #PP22000066364] 18:47… https://t.co/HpKoruaoqu","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE "," NE 1ST AVE / NE MULTNOMAH ST, PORTLAND",45.530786,-122.664713
1502483555317739522,2022-03-12 03:16:09,"VEHICLE STOLEN - COLD at 1100 NE 102ND AVE, PORT [Portland Police #PP22000066320] 18:28 #pdx911 #portland #pdx… https://t.co/dMgXHQUv7t",VEHICLE STOLEN - COLD ," 1100 NE 102ND AVE, PORTLAND",45.530732,-122.557969
1502483809593282562,2022-03-12 03:17:09,"DISTURBANCE - PRIORITY at 3100 SW BERTHA BLVD, PORT [Portland Police #PP22000066286] 17:29 #pdx911 #portland #pdx… https://t.co/C0wpQZJl6J",DISTURBANCE - PRIORITY ," 3100 SW BERTHA BLVD, PORTLAND",45.480358,-122.709318
1502484060572041217,2022-03-12 03:18:09,"BURGLARY - COLD at 1100 NW 12TH AVE, PORT [Portland Police #PP22000066278] 18:50 #pdx911 #portland #pdx #oregon https://t.co/RSmbPri9fg",BURGLARY - COLD ," 1100 NW 12TH AVE, PORTLAND",45.530902,-122.683311
1502484311064207365,2022-03-12 03:19:09,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 1800 SE 94TH AVE, PORT [Portland Police #PP22000066350] 18:50 #pdx911… https://t.co/x2NfDjOhC5","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE "," 1800 SE 94TH AVE, PORTLAND",45.4789819,-122.5669109
1502484561598447623,2022-03-12 03:20:08,"VANDALISM - PRIORITY at NE COUCH ST / NE GRAND AVE, PORT [Portland Police #PP22000066386] 19:08 #pdx911 #portland… https://t.co/HxGXZpdeYO",VANDALISM - PRIORITY ," NE COUCH ST / NE GRAND AVE, PORTLAND",45.523655,-122.660735
1502484816129757186,2022-03-12 03:21:09,"THREAT - COLD at 2000 NE MULTNOMAH ST, PORT [Portland Police #PP22000066346] 18:33 #pdx911 #portland #pdx #oregon https://t.co/QK3VnEMDmx",THREAT - COLD ," 2000 NE MULTNOMAH ST, PORTLAND",45.53180943135639,-122.65273356774895
1502484888997404673,2022-03-12 03:21:27,"ACCIDENT - UNKNOWN INJURY at NE 168TH PL / NE HALSEY ST, GRSM [Gresham Police #PG22000008937] 19:11 #pdx911… https://t.co/M0C7R3OVCH",ACCIDENT - UNKNOWN INJURY ," NE 168TH PL / NE HALSEY ST, GRESHAM",45.534381,-122.489787
1502485316837408773,2022-03-12 03:23:09,"ASSAULT - COLD at NW STATION WAY / NW NORTHRUP ST, PORT [Portland Police #PP22000066301] 18:35 #pdx911 #portland… https://t.co/L6MxWswXB0",ASSAULT - COLD ," NW STATION WAY / NW NORTHRUP ST, PORTLAND",45.531480,-122.679431
1502486578383360000,2022-03-12 03:28:09,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 2700 NE 105TH AVE, PORT [Portland Police #PP22000066282] 17:51 #pdx911… https://t.co/QRew7dpgrX","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE "," 2700 NE 105TH AVE, PORTLAND",45.54167541666666,-122.5547445
1502486829966061570,2022-03-12 03:29:09,"ACCIDENT - NON INJURY at EB I84 FWY EO / NE 148TH AVE, PORT [Portland Police #PP22000066358] 18:45 #pdx911… https://t.co/zJO8td6b30",ACCIDENT - NON INJURY ," EB I84 FWY EO / NE 148TH AVE, PORTLAND",None,
1502487081121206273,2022-03-12 03:30:09,"VEHICLE STOLEN - PRIORITY at NE 116TH AVE / NE PRESCOTT ST, PORT [Portland Police #PP22000066352] 18:34 #pdx911… https://t.co/89PrPRMAO0",VEHICLE STOLEN - PRIORITY ," NE 116TH AVE / NE PRESCOTT ST, PORTLAND",45.555383,-122.543222
1502487331864866817,2022-03-12 03:31:09,"THREAT - WITH WEAPON *H at NW 2ND AVE / W BURNSIDE ST, PORT [Portland Police #PP22000066383] 19:03 #pdx911… https://t.co/u6q2XdIyqb",THREAT - WITH WEAPON *H ," NW 2ND AVE / W BURNSIDE ST, PORTLAND",45.523080,-122.672362
1502487581958631430,2022-03-12 03:32:09,"SHOOTING - WITH WEAPON *H at NE 99TH AVE / E BURNSIDE ST, PORT [Portland Police #PP22000066190] 15:18 #pdx911… https://t.co/Q5uCm5vlq7",SHOOTING - WITH WEAPON *H ," NE 99TH AVE / E BURNSIDE ST, PORTLAND",45.522589,-122.562216
1502487836783616004,2022-03-12 03:33:09,"TRIMET INCIDENT - PRIORITY at NE 21ST AVE / NE WEIDLER ST, PORT [Portland Police #PP22000066400] 19:19 #pdx911… https://t.co/GjTrptK49Q",TRIMET INCIDENT - PRIORITY ," NE 21ST AVE / NE WEIDLER ST, PORTLAND",45.534338,-122.644836
1502488086957101061,2022-03-12 03:34:09,"UNWANTED PERSON at 2000 NE SANDY BLVD, PORT [Portland Police #PP22000066380] 19:11 #pdx911 #portland #pdx #oregon https://t.co/GB6I6EaXJH",UNWANTED PERSON ," 2000 NE SANDY BLVD, PORTLAND",45.525908,-122.64524
1502488338799857666,2022-03-12 03:35:09,"THEFT - COLD at 3300 NE 11TH AVE, PORT [Portland Police #PP22000066285] 18:26 #pdx911 #portland #pdx #oregon https://t.co/6sS9nBLAtG",THEFT - COLD ," 3300 NE 11TH AVE, PORTLAND",45.546855,-122.654346
1502489093913001984,2022-03-12 03:38:09,"THEFT - COLD at 8500 NE SANDY BLVD, PORT [Portland Police #PP22000066322] 19:15 #pdx911 #portland #pdx #oregon https://t.co/2QKg6ZzPNa",THEFT - COLD ," 8500 NE SANDY BLVD, PORTLAND",45.553659,-122.575405
1502489343084007427,2022-03-12 03:39:08,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 5000 NE 82ND AVE, PORT [Portland Police #PP22000066362] 18:44 #pdx911… https://t.co/5O3RR26Rdr","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE "," 5000 NE 82ND AVE, PORTLAND",45.559292,-122.578427
1502490147299889155,2022-03-12 03:42:20,"UNWANTED PERSON at 400 SE 162ND AVE, GRSM [Gresham Police #PG22000008925] 19:21 #pdx911 #gresham #pdx #oregon https://t.co/3Xt15UZW0z",UNWANTED PERSON ," 400 SE 162ND AVE, GRESHAM",45.51980708467742,-122.49633058064516
1502490352543956992,2022-03-12 03:43:09,"SUSPICIOUS - PRIORITY at 6000 N COLUMBIA WAY, PORT [Portland Police #PP22000066366] 18:49 #pdx911 #portland #pdx… https://t.co/K79tTvGsm9",SUSPICIOUS - PRIORITY ," 6000 N COLUMBIA WAY, PORTLAND",45.5941311,-122.7285795
1502490603191341056,2022-03-12 03:44:09,"HAZARD - HAZARDOUS CONDITION at NB I5 FWY AT / EXIT 302A AND NE WEIDLER ST, PORT [Portland Police #PP22000066417] 1… https://t.co/ioePfhrcD6",HAZARD - HAZARDOUS CONDITION ," NB I5 FWY AT / EXIT 302A AND NE WEIDLER ST, PORTLAND",None,
1502490852312059912,2022-03-12 03:45:08,"HAZARD - HAZARDOUS CONDITION at NB I5 FWY AT / EXIT 302A AND NE WEIDLER ST, PORT [Portland Police #PP22000066417] 1… https://t.co/MV3MFGHTKY",HAZARD - HAZARDOUS CONDITION ," NB I5 FWY AT / EXIT 302A AND NE WEIDLER ST, PORTLAND",None,
1502491107015360515,2022-03-12 03:46:09,"DISTURBANCE - PRIORITY at 1600 SW CLAY ST, PORT [Portland Police #PP22000066292] 17:37 #pdx911 #portland #pdx… https://t.co/GKZndLqXFP",DISTURBANCE - PRIORITY ," 1600 SW CLAY ST, PORTLAND",45.51621037583893,-122.69106463087248
1502491357792727047,2022-03-12 03:47:09,"AREA CHECK at NE 42ND AVE / NE HALSEY ST, PORT [Portland Police #PP22000066357] 18:46 #pdx911 #portland #pdx #oregon https://t.co/4GJSQpq1Ka",AREA CHECK ," NE 42ND AVE / NE HALSEY ST, PORTLAND",45.530967,-122.620331
1502491607114735618,2022-03-12 03:48:08,"UNWANTED PERSON at 13100 SE RAYMOND ST, PORT [Portland Police #PP22000066306] 19:00 #pdx911 #portland #pdx #oregon https://t.co/X9jP63dsdb",UNWANTED PERSON ," 13100 SE RAYMOND ST, PORTLAND",45.48583165,-122.5288736184288
1502491860664664066,2022-03-12 03:49:09,"DISTURBANCE - PRIORITY at 7300 SE CLAYBOURNE ST, PORT [Portland Police #PP22000066406] 19:43 #pdx911 #portland #pdx… https://t.co/0klWR3e1j5",DISTURBANCE - PRIORITY ," 7300 SE CLAYBOURNE ST, PORTLAND",45.475096,-122.58839727272726
1502492112884928516,2022-03-12 03:50:09,"AREA CHECK at SE 72ND AVE / SE FOSTER RD [FOOD CARTS, PORT [Portland Police #PP22000066387] 19:14 #pdx911 #portland… https://t.co/FaoHmZKIM9",AREA CHECK , SE 72ND AVE / SE FOSTER RD,45.530391,-122.588746
1502492362458640384,2022-03-12 03:51:08,"ASSAULT - COLD at 7400 N OMAHA AVE, PORT [Portland Police #PP22000066300] 18:57 #pdx911 #portland #pdx #oregon https://t.co/PNJ76lw1i6",ASSAULT - COLD ," 7400 N OMAHA AVE, PORTLAND",45.57648363758389,-122.69025997315435
1502492867251507203,2022-03-12 03:53:09,"THEFT - COLD at 6100 SE DUKE ST, PORT [Portland Police #PP22000066340] 18:49 #pdx911 #portland #pdx #oregon https://t.co/K8tP9BG0jT",THEFT - COLD ," 6100 SE DUKE ST, PORTLAND",45.475737,-122.600769
1502493373055205379,2022-03-12 03:55:09,"DISTURBANCE - PRIORITY at 3500 SE 67TH AVE, PORT [Portland Police #PP22000066403] 19:25 #pdx911 #portland #pdx… https://t.co/o2FkGtVi67",DISTURBANCE - PRIORITY ," 3500 SE 67TH AVE, PORTLAND",45.49732,-122.593848
1502494630121644033,2022-03-12 04:00:09,"VEHICLE STOLEN - PRIORITY at 14900 SE MILL ST, PORT [Portland Police #PP22000066412] 19:44 #pdx911 #portland #pdx… https://t.co/cqoe0Vj7Er",VEHICLE STOLEN - PRIORITY ," 14900 SE MILL ST, PORTLAND",45.510118,-122.509496
1502494881280835585,2022-03-12 04:01:09,"VANDALISM - PRIORITY at 4400 NW YEON AVE, PORT [Portland Police #PP22000066416] 19:37 #pdx911 #portland #pdx #oregon https://t.co/rsR2lfcRyw",VANDALISM - PRIORITY ," 4400 NW YEON AVE, PORTLAND",45.5428334,-122.7011051
1502495886772895746,2022-03-12 04:05:09,"ACCIDENT - UNKNOWN INJURY at 13700 NE HALSEY ST, PORT [Portland Police #PP22000066390] 19:24 #pdx911 #portland #pdx… https://t.co/8rlzSmk78p",ACCIDENT - UNKNOWN INJURY ," 13700 NE HALSEY ST, PORTLAND",45.533522,-122.521029
1502497147966529539,2022-03-12 04:10:09,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 4000 SE 34TH AVE, PORT [Portland Police #PP22000066431] 20:05 #pdx911… https://t.co/JJ3fhxt9mC","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE "," 4000 SE 34TH AVE, PORTLAND",45.494051040404045,-122.62966796969695
1502497397301161984,2022-03-12 04:11:09,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 5700 N MICHIGAN AVE, PORT [Portland Police #PP22000066331] 18:45 #pdx911… https://t.co/KiIOg1pByu","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE "," 5700 N MICHIGAN AVE, PORTLAND",45.564218,-122.676841
1502497901213204484,2022-03-12 04:13:09,"ACCIDENT - UNKNOWN INJURY at EB SUNSET HWY WO / EXIT 72 AND ZOO, PORT [Portland Police #PP22000066427] 20:04… https://t.co/wFUEleQAEt",ACCIDENT - UNKNOWN INJURY ," EB SUNSET HWY WO / EXIT 72 AND ZOO, PORTLAND",None,
1502498152045158401,2022-03-12 04:14:09,"ASSAULT - COLD at 100 NW 20TH PL, PORT [Portland Police #PP22000066426] 19:59 #pdx911 #portland #pdx #oregon https://t.co/4e8cnd0LEb",ASSAULT - COLD ," 100 NW 20TH PL, PORTLAND",45.5241958,-122.6928325368666
1502498909192523777,2022-03-12 04:17:09,"ACCIDENT - HIT AND RUN - PRIORITY at NE MARTIN LUTHER KING JR BLVD / NE STANTON ST [S/O STATON, PORT [Portland Poli… https://t.co/0szPaBzSXF",ACCIDENT - HIT AND RUN - PRIORITY , NE MARTIN LUTHER KING JR BLVD / NE STANTON ST,45.530810,-122.661672
1502499159831588868,2022-03-12 04:18:09,"ACCIDENT - HIT AND RUN - PRIORITY at NE MARTIN LUTHER KING JR BLVD / NE STANTON ST [S/O STATON, PORT [Portland Poli… https://t.co/iyAVonHCX4",ACCIDENT - HIT AND RUN - PRIORITY , NE MARTIN LUTHER KING JR BLVD / NE STANTON ST,45.530810,-122.661672
1502499409895964673,2022-03-12 04:19:09,"ACCIDENT - HIT AND RUN - PRIORITY at 10800 NE GLISAN ST, PORT [Portland Police #PP22000066435] 20:13 #pdx911… https://t.co/ZSMogFkEJY",ACCIDENT - HIT AND RUN - PRIORITY ," 10800 NE GLISAN ST, PORTLAND",45.5260402,-122.6230781
1502499664305688577,2022-03-12 04:20:09,"ACCIDENT - INJURY at NE 52ND AVE / NE HOYT ST, PORT [Portland Police #PP22000066397] 19:18 #pdx911 #portland #pdx… https://t.co/Dql4j2MdmB",ACCIDENT - INJURY ," NE 52ND AVE / NE HOYT ST, PORTLAND",45.530463,-122.610104
1502499914730803200,2022-03-12 04:21:09,"DISTURBANCE - PRIORITY at 400 NE EMERSON ST, PORT [Portland Police #PP22000066408] 19:29 #pdx911 #portland #pdx… https://t.co/79M2MGALiX",DISTURBANCE - PRIORITY ," 400 NE EMERSON ST, PORTLAND",45.561724,-122.661274
1502500672171700225,2022-03-12 04:24:10,"SHOTS FIRED at 4900 NE 6TH AVE, PORT [Portland Police #PP22000066446] 20:12 #pdx911 #portland #pdx #oregon https://t.co/iL645M1Wyo",SHOTS FIRED ," 4900 NE 6TH AVE, PORTLAND",45.55855343434343,-122.6593839090909
1502500919123927044,2022-03-12 04:25:08,"THEFT - COLD at 5500 NE GLISAN ST, PORT [Portland Police #PP22000066374] 19:40 #pdx911 #portland #pdx #oregon https://t.co/j5C7Ae7rZV",THEFT - COLD ," 5500 NE GLISAN ST, PORTLAND",45.526409,-122.607346
1502501424524980226,2022-03-12 04:27:09,"SUSPICIOUS - PRIORITY at 1500 SW TAYLOR ST, PORT [Portland Police #PP22000066414] 20:22 #pdx911 #portland #pdx… https://t.co/GPRu7tkQ4d",SUSPICIOUS - PRIORITY ," 1500 SW TAYLOR ST, PORTLAND",45.519995,-122.688091
1502502685567696896,2022-03-12 04:32:10,"FIRE RELATED at 100 NW TRINITY PL, PORT [Portland Police #PP22000066454] 20:26 #pdx911 #portland #pdx #oregon https://t.co/LlASwCoIhs",FIRE RELATED ," 100 NW TRINITY PL, PORTLAND",45.52372136486486,-122.69116358108108
1502502935443361793,2022-03-12 04:33:09,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at SE 113TH AVE / SE STARK ST, PORT [Portland Police #PP22000066425] 19:51… https://t.co/dPSsugU1FI","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE "," SE 113TH AVE / SE STARK ST, PORTLAND",45.518974,-122.546994
1502503185491013634,2022-03-12 04:34:09,"UNWANTED PERSON at 900 NW NAITO PKWY, PORT [Portland Police #PP22000066308] 19:34 #pdx911 #portland #pdx #oregon https://t.co/R0wA96Uyef",UNWANTED PERSON ," 900 NW NAITO PKWY, PORTLAND",45.52936404195804,-122.6744933846154
1502504442536476680,2022-03-12 04:39:08,"UNWANTED PERSON at 900 N HARBOUR DR, PORT [Portland Police #PP22000066388] 20:20 #pdx911 #portland #pdx #oregon https://t.co/5NKQSbeNex",UNWANTED PERSON ," 900 N HARBOUR DR, PORTLAND",None,
1502504696308633604,2022-03-12 04:40:09,"THEFT - PRIORITY at 14200 E BURNSIDE ST, PORT [Portland Police #PP22000066335] 18:42 #pdx911 #portland #pdx #oregon https://t.co/FgcSehFv0h",THEFT - PRIORITY ," 14200 E BURNSIDE ST, PORTLAND",45.52218354545455,-122.51719663636364
1502504946251362308,2022-03-12 04:41:09,"DISTURBANCE - PRIORITY at 4500 SE MCLOUGHLIN BLVD, PORT [Portland Police #PP22000066452] 20:23 #pdx911 #portland… https://t.co/hZziVaWE88",DISTURBANCE - PRIORITY ," 4500 SE MCLOUGHLIN BLVD, PORTLAND",45.490318,-122.654016
1502505452025774080,2022-03-12 04:43:09,"HAZARD - HAZARDOUS CONDITION at NB I5 FWY SO / JANTZEN BEACH EXIT, PORT [Portland Police #PP22000066330] 18:16… https://t.co/J1qYEWc4AC",HAZARD - HAZARDOUS CONDITION ," NB I5 FWY SO / JANTZEN BEACH EXIT, PORTLAND",None,
1502505953404489729,2022-03-12 04:45:09,"TRIMET INCIDENT - COLD at 4100 NE HALSEY ST, PORT [Portland Police #PP22000066402] 20:15 #pdx911 #portland #pdx… https://t.co/OzgbMkCrpb",TRIMET INCIDENT - COLD ," 4100 NE HALSEY ST, PORTLAND",45.533708,-122.621156
1502506506738044930,2022-03-12 04:47:21,"THEFT - PRIORITY at 800 NW 12TH ST, GRSM [Gresham Police #PG22000008938] 19:24 #pdx911 #gresham #pdx #oregon https://t.co/RbrfUCS6nu",THEFT - PRIORITY ," 800 NW 12TH ST, GRESHAM",45.505769,-122.441284
1502506709197099009,2022-03-12 04:48:09,"ACCIDENT - INJURY at EB SUNSET HWY WO / SYLVAN OVERPASS, PORT [Portland Police #PP22000066441] 20:08 #pdx911… https://t.co/gaU7Off7e9",ACCIDENT - INJURY ," EB SUNSET HWY WO / SYLVAN OVERPASS, PORTLAND",None,
1502507462817058816,2022-03-12 04:51:09,"VEHICLE STOLEN - COLD at 700 SE 18TH AVE, PORT [Portland Police #PP22000066376] 20:42 #pdx911 #portland #pdx #oregon https://t.co/e54ejZ95ap",VEHICLE STOLEN - COLD ," 700 SE 18TH AVE, PORTLAND",45.517767,-122.647436
1502507717918806016,2022-03-12 04:52:09,"AREA CHECK at 0 NW 20TH AVE, PORT [Portland Police #PP22000066401] 20:19 #pdx911 #portland #pdx #oregon https://t.co/ll1kyPBhkq",AREA CHECK ," 0 NW 20TH AVE, PORTLAND",45.5252312,-122.6923605
1502507967265972224,2022-03-12 04:53:09,"VEHICLE STOLEN - COLD at 3800 NE 152ND AVE, PORT [Portland Police #PP22000066392] 19:31 #pdx911 #portland #pdx… https://t.co/71ORqsoO0i",VEHICLE STOLEN - COLD ," 3800 NE 152ND AVE, PORTLAND",45.550146,-122.505954
1502509021407768576,2022-03-12 04:57:20,"DISTURBANCE - PRIORITY at 3100 NE 23RD ST, GRSM [Gresham Police #PG22000008945] 20:51 #pdx911 #gresham #pdx #oregon https://t.co/0wgGXhWlzO",DISTURBANCE - PRIORITY ," 3100 NE 23RD ST, GRESHAM",45.512956,-122.40055428571428
1502509226840649733,2022-03-12 04:58:09,"SHOTS FIRED at 300 NW KRONAN CT, PORT [Portland Police #PP22000066468] 20:42 #pdx911 #portland #pdx #oregon https://t.co/UzFi1SylqF",SHOTS FIRED ," 300 NW KRONAN CT, PORTLAND",45.522957,-122.720749
1502511240924393479,2022-03-12 05:06:09,"ASSAULT - COLD at 200 NW DAVIS ST, PORT [Portland Police #PP22000066254] 20:31 #pdx911 #portland #pdx #oregon https://t.co/5PMwy72Tgc",ASSAULT - COLD ," 200 NW DAVIS ST, PORTLAND",45.524471,-122.67259
1502511789652643840,2022-03-12 05:08:20,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at NE 190TH AVE / NE DAVIS ST, GRSM [Gresham Police #PG22000008948] 21:04… https://t.co/OvhnN9iSKl","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE "," NE 190TH AVE / NE DAVIS ST, GRESHAM",45.530365,-122.467185
1502512498427138050,2022-03-12 05:11:09,"HAZARD - HAZARDOUS CONDITION at SB I5 FWY AT / MORRISON BRG, PORT [Portland Police #PP22000066467] 20:41 #pdx911… https://t.co/dBejf42fWq",HAZARD - HAZARDOUS CONDITION ," SB I5 FWY AT / MORRISON BRG, PORTLAND",None,
1502512747883368449,2022-03-12 05:12:09,"AREA CHECK at 4400 NE 158TH AVE, PORT [Portland Police #PP22000066445] 20:34 #pdx911 #portland #pdx #oregon https://t.co/Rjskuhts7t",AREA CHECK ," 4400 NE 158TH AVE, PORTLAND",45.55516524657534,-122.50011828767124
1502513002393714693,2022-03-12 05:13:09,"DISTURBANCE - COLD at 2800 NE GLISAN ST, PORT [Portland Police #PP22000066439] 20:33 #pdx911 #portland #pdx #oregon https://t.co/5niFg6HOtO",DISTURBANCE - COLD ," 2800 NE GLISAN ST, PORTLAND",45.526378,-122.637022
1502513252814639104,2022-03-12 05:14:09,"THEFT - COLD at 1400 NE 2ND AVE, PORT [Portland Police #PP22000066483] 20:56 #pdx911 #portland #pdx #oregon https://t.co/qZ67k501Z5",THEFT - COLD ," 1400 NE 2ND AVE, PORTLAND",45.53306,-122.663569
1502513503256539139,2022-03-12 05:15:09,"DISTURBANCE - PRIORITY at 200 NW 3RD AVE, PORT [Portland Police #PP22000066476] 21:00 #pdx911 #portland #pdx #oregon https://t.co/RPyISdI5mp",DISTURBANCE - PRIORITY ," 200 NW 3RD AVE, PORTLAND",45.5246787,-122.6732479
1502513752922476546,2022-03-12 05:16:08,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 16800 SE STEPHENS ST, PORT [Portland Police #PP22000066378] 20:47 #pdx911… https://t.co/X0BAgrZxRF","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE "," 16800 SE STEPHENS ST, PORTLAND",45.50903172093023,-122.4900943255814
1502514763217047554,2022-03-12 05:20:09,"HAZARD - HAZARDOUS CONDITION at SW BOONES FERRY RD / SW TERWILLIGER BLVD, PORT [Portland Police #PP22000066470] 21:… https://t.co/YypcBNjHa2",HAZARD - HAZARDOUS CONDITION ," SW BOONES FERRY RD / SW TERWILLIGER BLVD, PORTLAND",45.453711,-122.682044
1502515013273018370,2022-03-12 05:21:09,"DISTURBANCE - PRIORITY at 8500 N ARGYLE WAY, PORT [Portland Police #PP22000066472] 20:48 #pdx911 #portland #pdx… https://t.co/RMxhJIGn8b",DISTURBANCE - PRIORITY ," 8500 N ARGYLE WAY, PORTLAND",45.58619,-122.691781
1502515518078521346,2022-03-12 05:23:09,"ACCIDENT - HIT AND RUN - COLD at 3500 SE 42ND AVE, PORT [Portland Police #PP22000066393] 21:13 #pdx911 #portland… https://t.co/F6bQ3COENv",ACCIDENT - HIT AND RUN - COLD ," 3500 SE 42ND AVE, PORTLAND",45.497418,-122.61876
1502516066718679041,2022-03-12 05:25:20,"DISTURBANCE - PRIORITY at NE 179TH AVE / E BURNSIDE ST, GRSM [Gresham Police #PG22000008950] 21:10 #pdx911 #gresham… https://t.co/EwB6f9YtOp",DISTURBANCE - PRIORITY ," NE 179TH AVE / E BURNSIDE ST, GRESHAM",45.522113,-122.478745
1502516272570851328,2022-03-12 05:26:09,"THEFT - COLD at 4800 NE GLISAN ST, PORT [Portland Police #PP22000066433] 20:21 #pdx911 #portland #pdx #oregon https://t.co/lqPR5Tu90g",THEFT - COLD ," 4800 NE GLISAN ST, PORTLAND",45.526401707070704,-122.61387502020202
1502516522526248960,2022-03-12 05:27:09,"DISTURBANCE - PRIORITY at 5600 NE 13TH AVE, PORT [Portland Police #PP22000066429] 19:55 #pdx911 #portland #pdx… https://t.co/52raveyvNH",DISTURBANCE - PRIORITY ," 5600 NE 13TH AVE, PORTLAND",45.563422,-122.651975
